week_ending,btc_usd,power_law_trend,power_law_support,btc_vs_power_law_pct,gold_usd_oz,btc_gold_ratio,btc_gold_52w_zscore_pct
2011-04-17,1.09812210,1.33420880,0.49082799,-19.47369236,1498.30004883,0.00073291,
2011-04-24,1.63198422,1.39868731,0.51454831,15.42624263,1516.69995117,0.00107601,
2011-05-01,3.09422755,1.46570837,0.53920398,74.71996413,1514.90002441,0.00204253,
2011-05-08,3.84866838,1.53535001,0.56482370,91.89688377,1501.09997559,0.00256390,
2011-05-15,6.92492484,1.60769198,0.59143683,146.03276041,1495.59997559,0.00463020,
2011-05-22,6.71195604,1.68281576,0.61907332,138.34219807,1526.59997559,0.00439667,
2011-05-29,8.40095347,1.76080463,0.64776382,156.25743269,1542.40002441,0.00544668,
2011-06-05,16.54334240,1.84174364,0.67753962,219.52709944,1538.09997559,0.01075570,
2011-06-12,18.85014473,1.92571967,0.70843268,228.12208391,1525.59997559,0.01235589,
2011-06-19,17.51071679,2.01282144,0.74047562,216.32756443,1552.90002441,0.01127614,
2011-06-26,16.36134202,2.10313952,0.77370179,205.14901198,1509.90002441,0.01083604,
2011-07-03,15.45755056,2.19676640,0.80814520,195.11111322,1528.69995117,0.01011157,
2011-07-10,14.62293755,2.29379646,0.84384056,185.23830717,1585.19995117,0.00922466,215.30853365
2011-07-17,13.25813531,2.39432604,0.88082333,171.15095619,1596.69995117,0.00830346,178.48294721
2011-07-24,13.99251518,2.49845342,0.91912965,172.28506490,1615.00000000,0.00866410,178.67623880
2011-07-31,13.37290610,2.60627888,0.95879642,163.53072399,1663.40002441,0.00803950,154.10173056
2011-08-07,8.50179329,2.71790472,0.99986127,114.04158568,1781.30004883,0.00477280,63.73080460
2011-08-14,10.80682077,2.83343527,1.04236258,133.86876355,1791.19995117,0.00603329,94.08943179
2011-08-21,11.35448134,2.95297692,1.08633950,134.67987096,1754.09997559,0.00647311,101.94465044
2011-08-28,9.03086640,3.07663817,1.13183193,107.68108135,1828.50000000,0.00493895,58.69480060
2011-09-04,8.20347060,3.20452959,1.17888056,93.99920022,1814.19995117,0.00452181,45.42564965
2011-09-11,5.85290397,3.33676394,1.22752685,56.19364858,1823.50000000,0.00320971,8.78127469
2011-09-18,5.23673228,3.47345612,1.27781309,41.05475956,1805.50000000,0.00290043,-1.00778743
2011-09-25,5.34115488,3.61472320,1.32978235,39.04266153,1616.30004883,0.00330456,8.26906756
2011-10-02,5.00706260,3.76068452,1.38347852,28.62484416,1640.30004883,0.00305253,-0.15504433
2011-10-09,4.11163464,3.91146161,1.43894631,4.99095567,1681.30004883,0.00244551,-18.12406306
2011-10-16,3.60974172,4.06717829,1.49623127,-11.93132400,1646.00000000,0.00219304,-26.35758157
2011-10-23,3.14775093,4.22796067,1.55537981,-29.50315590,1722.69995117,0.00182722,-37.63140405
2011-10-30,3.25740372,4.39393720,1.61643916,-29.92952075,1728.69995117,0.00188431,-37.18458412
2011-11-06,2.96272058,4.56523865,1.67945744,-43.23628303,1790.90002441,0.00165432,-44.60551573
2011-11-13,2.98637330,4.74199817,1.74448364,-46.23988927,1773.80004883,0.00168360,-44.81261442
2011-11-20,2.20198951,4.92435132,1.81156761,-80.48312807,1695.69995117,0.00129857,-56.54852799
2011-11-27,2.47756495,5.11243609,1.88076013,-72.43998168,1745.50000000,0.00141940,-54.03982801
2011-12-04,2.81969398,5.30639290,1.95211285,-63.22839410,1740.90002441,0.00161968,-49.40881208
2011-12-11,3.24926885,5.50636467,2.02567836,-52.74746352,1584.30004883,0.00205092,-38.32832433
2011-12-18,3.19401081,5.71249683,2.10151014,-58.13787674,1611.90002441,0.00198152,-41.62213325
2011-12-25,4.23386688,5.92493733,2.17966264,-33.60543794,1562.90002441,0.00270898,-22.03509709
2012-01-01,5.29484278,6.14383670,2.26019121,-14.87161312,1611.90002441,0.00328485,-6.92306849
2012-01-08,7.09665057,6.36934805,2.34315220,10.81258043,1639.19995117,0.00432934,21.87305794
2012-01-15,7.04692256,6.60162710,2.42860289,6.52748562,1659.50000000,0.00424641,17.27906526
2012-01-22,6.30296723,6.84083223,2.51660154,-8.18888839,1699.80004883,0.00370806,-0.92823724
2012-01-29,5.39142946,7.08712448,2.60720739,-27.34691287,1747.09997559,0.00308593,-21.70009754
2012-02-05,5.67811572,7.34066760,2.70048069,-25.68103541,1729.30004883,0.00328348,-17.32765275
2012-02-12,5.51909717,7.60162806,2.79648268,-32.01481525,1726.30004883,0.00319707,-21.64892619
2012-02-19,4.38955146,7.87017510,2.89527562,-58.38532633,1770.00000000,0.00247997,-45.61507963
2012-02-26,4.92642085,8.14648074,2.99692278,-50.29732917,1709.90002441,0.00288112,-34.64772119
2012-03-04,4.83414448,8.43071979,3.10148849,-55.61779825,1683.30004883,0.00287183,-36.69004540
2012-03-11,4.89202875,8.72306994,3.20903810,-57.83641384,1642.50000000,0.00297840,-35.07208832
2012-03-18,5.27014899,9.02371173,3.31963803,-53.77971164,1650.00000000,0.00319403,-30.09817423
2012-03-25,4.55227026,9.33282859,3.43335577,-71.79120729,1657.90002441,0.00274581,-46.76743512
2012-04-01,4.79332568,9.65060689,3.55025987,-69.97963376,1612.30004883,0.00297297,-41.28305140
2012-04-08,4.77881885,9.97723597,3.67041999,-73.61126819,1659.00000000,0.00288054,-46.56241364
2012-04-15,4.96160034,10.31290813,3.79390688,-73.16679895,1638.80004883,0.00302758,-43.58184497
2012-04-22,5.19560899,10.65781869,3.92079239,-71.84799276,1641.40002441,0.00316535,-40.63193848
2012-04-29,4.90260618,11.01216603,4.05114949,-80.92337280,1653.40002441,0.00296517,-48.45422875
2012-05-06,5.04780077,11.37615159,4.18505229,-81.25665408,1593.69995117,0.00316735,-41.84516888
2012-05-13,4.94479505,11.74997992,4.32257605,-86.55160124,1536.19995117,0.00321885,-39.02041680
2012-05-20,5.09420097,12.13385868,4.46379715,-86.78969555,1548.09997559,0.00329061,-35.70356963
2012-05-27,5.13461614,12.52799874,4.60879317,-89.19609523,1563.40002441,0.00328426,-34.47992618
2012-06-03,5.21270498,12.93261410,4.75764285,-90.86534337,1632.80004883,0.00319249,-34.35517863
2012-06-10,5.45789357,13.34792204,4.91042610,-89.42977978,1618.09997559,0.00337303,-23.51056593
2012-06-17,6.19996649,13.77414304,5.06722405,-79.82492552,1614.80004883,0.00383946,1.59200971
2012-06-24,6.35049404,14.21150091,5.22811901,-80.55189490,1577.50000000,0.00402567,17.74753388
2012-07-01,6.62686009,14.66022274,5.39319455,-79.40067892,1621.30004883,0.00408737,29.92605172
2012-07-08,6.79631769,15.12053898,5.56253543,-79.96730676,1575.19995117,0.00431457,53.63605043
2012-07-15,7.62723486,15.59268342,5.73622766,-71.50764171,1570.40002441,0.00485687,100.68048467
2012-07-22,8.50656254,16.07689331,5.91435853,-63.65451132,1608.00000000,0.00529015,153.17277106
2012-07-29,8.74768066,16.57340928,6.09701654,-63.90109625,1603.69995117,0.00545469,191.09177356
2012-08-05,10.80511738,17.08247545,6.28429152,-45.80332573,1612.90002441,0.00669919,278.49024178
2012-08-12,11.59255239,17.60433944,6.47627455,-41.77825740,1603.69995117,0.00722863,304.90010518
2012-08-19,7.83062184,18.13925238,6.67305803,-84.00363050,1637.40002441,0.00478235,121.25965841
2012-08-26,10.54553074,18.68746897,6.87473564,-57.21510467,1659.80004883,0.00635349,238.37766154
2012-09-02,10.22611620,19.24924749,7.08140241,-63.25271087,1690.80004883,0.00604809,204.79301764
2012-09-09,11.06209549,19.82484986,7.29315469,-58.34117500,1730.59997559,0.00639206,215.82889352
2012-09-16,11.88691122,20.41454162,7.51009016,-54.08095739,1769.00000000,0.00671957,222.93596251
2012-09-23,12.16546303,21.01859202,7.73230789,-54.68063429,1750.59997559,0.00694931,222.39809768
2012-09-30,12.39162247,21.63727402,7.95990827,-55.73968392,1777.30004883,0.00697216,209.54277947
2012-10-07,11.87399709,22.27086431,8.19299312,-62.89284006,1763.19995117,0.00673435,184.00493790
2012-10-14,11.65057796,22.91964337,8.43166560,-67.66385428,1751.50000000,0.00665177,170.17767857
2012-10-21,11.65741141,23.58389550,8.67603030,-70.46219350,1700.50000000,0.00685528,173.71720877
2012-10-28,10.70996208,24.26390882,8.92619322,-81.78156683,1717.50000000,0.00623579,131.81565426
2012-11-04,10.79688289,24.95997534,9.18226178,-83.80160841,1713.19995117,0.00630217,130.71110711
2012-11-11,10.84184064,25.67239098,9.44434485,-86.20033512,1729.50000000,0.00626877,124.12576193
2012-11-18,11.66563103,26.40145558,9.71255273,-81.67721441,1727.90002441,0.00675133,147.57800380
2012-11-25,12.52968949,27.14747297,9.98699719,-77.31829783,1716.50000000,0.00729956,173.35533688
2012-12-02,12.49794476,27.91075098,10.26779147,-80.34477432,1692.40002441,0.00738475,171.44484548
2012-12-09,13.34651089,28.69160147,10.55505032,-76.53494542,1716.59997559,0.00777497,185.54358399
2012-12-16,13.33286108,29.49034038,10.84888994,-79.38310194,1666.50000000,0.00800052,189.56929966
2012-12-23,13.31810576,30.30728773,11.14942808,-82.22637583,1659.80004883,0.00802392,181.38403950
2012-12-30,13.44501380,31.14276771,11.45678398,-83.99737260,1687.90002441,0.00796553,169.30806829
2013-01-06,13.50449651,31.99710865,11.77107845,-86.26228393,1654.80004883,0.00816080,171.11750004
2013-01-13,14.16078827,32.87064308,12.09243381,-84.21031966,1682.69995117,0.00841552,175.30124409
2013-01-20,15.71959214,33.76370780,12.42097396,-76.44786506,1686.30004883,0.00932194,208.74571896
2013-01-27,17.86462801,34.67664383,12.75682435,-66.32437026,1679.90002441,0.01063434,253.01312075
2013-02-03,20.57893968,35.60979653,13.10011205,-54.83525761,1677.69995117,0.01226616,296.26162762
2013-02-10,23.90028936,36.56351558,13.45096568,-42.51603353,1644.19995117,0.01453612,342.28156091
2013-02-17,26.92725138,37.53815503,13.80951549,-33.22190469,1577.59997559,0.01706849,372.43030864
2013-02-24,29.88284849,38.53407332,14.17589336,-25.42581844,1595.19995117,0.01873298,363.78764580
2013-03-03,34.45174048,39.55163336,14.55023278,-13.80474737,1574.59997559,0.02187968,380.50501779
2013-03-10,46.06603846,40.59120249,14.93266889,12.65246299,1588.30004883,0.02900336,436.14444509
2013-03-17,47.33349978,41.65315259,15.32333850,12.78412272,1607.50000000,0.02944541,373.12334510
2013-03-24,71.69042421,42.73786006,15.72238008,51.72720051,1606.19995117,0.04463356,469.88691513
2013-03-31,93.89923842,43.84570588,16.12993378,76.15454891,1552.80004883,0.06047091,486.55205006
2013-04-07,162.85221458,44.97707563,16.54614145,128.66902009,1558.30004883,0.10450633,557.61189232
2013-04-14,88.86149140,46.13235955,16.97114665,65.55642349,1382.19995117,0.06428990,284.45953604
2013-04-21,118.48324376,47.31195252,17.40509465,91.80085881,1423.40002441,0.08323960,336.51343898
2013-04-28,134.62356956,48.51625418,17.84813248,102.05836305,1446.30004883,0.09308136,333.52928685
2013-05-05,116.48871583,49.74566888,18.30040887,85.08710063,1473.90002441,0.07903434,250.29897010
2013-05-12,114.88567556,51.00060577,18.76207435,81.20999978,1396.50000000,0.08226686,242.73880943
2013-05-19,117.03388019,52.28147881,19.23328121,80.58212924,1367.59997559,0.08557611,236.16914512
2013-05-26,130.15860111,53.58870681,19.71418351,88.74153633,1391.30004883,0.09355178,244.17576790
2013-06-02,122.62670894,54.92271347,20.20493714,80.32178667,1398.40002441,0.08769072,209.76845165
2013-06-09,99.90360345,56.28392741,20.70569976,57.37967423,1391.80004883,0.07178014,150.35377197
2013-06-16,99.03835126,57.67278221,21.21663089,54.07218115,1373.59997559,0.07210131,144.77465916
2013-06-23,100.31474459,59.08971644,21.73789186,52.92557826,1229.59997559,0.08158324,166.32262212
2013-06-30,89.48090766,60.53517369,22.26964587,39.08007008,1252.09997559,0.07146467,129.40839997
2013-07-07,72.10952237,62.00960265,22.81205797,15.08968529,1247.40002441,0.05780786,84.20748649
2013-07-14,89.89226928,63.51345706,23.36529509,34.73601397,1277.90002441,0.07034374,117.87810171
2013-07-21,85.66435026,65.04719583,23.92952605,27.53236601,1319.69995117,0.06491199,97.55401365
2013-07-28,92.74584220,66.61128303,24.50492158,33.09888944,1312.40002441,0.07066888,110.62192329
2013-08-04,96.36548217,68.20618794,25.09165430,34.56127758,1286.09997559,0.07492845,118.65008385
2013-08-11,94.27131239,69.83238509,25.68989880,30.00790550,1334.00000000,0.07066815,101.89452999
2013-08-18,99.17803974,71.49035428,26.29983158,32.73540808,1370.59997559,0.07236104,102.90542135
2013-08-25,113.08256341,73.18058064,26.92163111,43.51881076,1419.00000000,0.07969173,119.88792168
2013-09-01,130.53637200,74.90355464,27.55547782,55.54505527,1389.90002441,0.09391781,154.80349139
2013-09-08,118.05738632,76.65977215,28.20155414,43.17937433,1363.90002441,0.08655868,127.99177068
2013-09-15,125.07641788,78.44973446,28.86004447,46.64667993,1307.80004883,0.09563879,147.73724571
2013-09-22,123.12493513,80.27394833,29.53113525,42.77544335,1335.90002441,0.09216628,132.24819436
2013-09-29,127.10862770,82.13292602,30.21501493,43.67030733,1320.59997559,0.09625067,138.06056652
2013-10-06,122.47526125,84.02718532,30.91187398,37.67686793,1306.90002441,0.09371433,125.81748499
2013-10-13,132.41565868,85.95724961,31.62190495,43.20958294,1282.00000000,0.10328835,146.59423648
2013-10-20,166.50015108,87.92364786,32.34530244,63.85274169,1333.90002441,0.12482206,195.97754174
2013-10-27,194.54613326,89.92691471,33.08226313,77.16720422,1349.00000000,0.14421507,232.53703535
2013-11-03,210.27538261,91.96759048,33.83298579,82.69817798,1317.69995117,0.15957759,252.42830056
2013-11-10,327.55865350,94.04622121,34.59767130,124.78807573,1268.30004883,0.25826590,407.61819669
2013-11-17,485.33657686,96.16335869,35.37652266,161.87942248,1257.90002441,0.38583080,488.30295456
2013-11-24,807.16669550,98.31956054,36.16974499,210.53072133,1237.80004883,0.65209781,557.18389068
2013-12-01,964.48579369,100.51539020,36.97754558,226.12842509,1248.19995117,0.77270136,486.50668922
2013-12-08,783.57334833,102.75141698,37.80013386,203.15520298,1258.50000000,0.62262483,329.42043550
2013-12-15,864.06165786,105.02821610,38.63772145,210.74150907,1236.09997559,0.69902247,329.60656321
2013-12-22,615.01303527,107.34636876,39.49052215,174.55827656,1205.09997559,0.51034192,207.60812534
2013-12-29,727.27121566,109.70646210,40.35875197,189.14911968,1201.90002441,0.60510126,239.82118916
2014-01-05,902.48738026,112.10908934,41.24262914,208.56822978,1225.30004883,0.73654398,278.50965527
2014-01-12,845.19133222,114.55484973,42.14237410,199.85092851,1238.09997559,0.68265193,233.91290744
2014-01-19,838.42847473,117.04434864,43.05820957,196.89763650,1239.00000000,0.67669772,215.93701989
2014-01-26,814.49938137,119.57819758,43.99036050,191.86031381,1262.19995117,0.64530139,190.75331785
2014-02-02,814.49087043,122.15701422,44.93905413,189.72560001,1257.30004883,0.64780946,181.58557298
2014-02-09,687.40605458,124.78142250,45.90451998,170.63615857,1295.30004883,0.53069253,127.77688614
2014-02-16,623.25032195,127.45205256,46.88698987,158.72080034,1320.59997559,0.47194482,99.82619506
2014-02-23,610.08232375,130.16954089,47.88669796,154.47561436,1328.19995117,0.45933018,91.12343853
2014-03-02,558.52770716,132.93453028,48.90388071,143.54474738,1340.19995117,0.41674954,70.84727317
2014-03-09,640.57888932,135.74766990,49.93877694,155.15744880,1370.30004883,0.46747345,88.12869191
2014-03-16,634.16890097,138.60961537,50.99162784,152.06538650,1341.40002441,0.47276643,86.86967545
2014-03-23,558.95886169,141.52102871,52.06267696,137.36275589,1303.40002441,0.42884675,66.10571430
2014-03-30,458.96632828,144.48257848,53.15217023,115.58179123,1290.50000000,0.35565000,33.93630217
2014-04-06,458.63348054,147.49493975,54.26035601,113.44575053,1305.50000000,0.35130868,30.30162371
2014-04-13,416.36232165,150.55879417,55.38748506,101.72021798,1303.09997559,0.31951679,15.20245772
2014-04-20,501.55718445,153.67483000,56.53381058,118.28787511,1284.19995117,0.39056004,42.62341094
2014-04-27,438.70936372,156.84374216,57.69958822,102.85871153,1295.59997559,0.33861483,18.95381743
2014-05-04,436.67539864,160.06623224,58.88507607,100.36024431,1288.59997559,0.33887584,17.08657389
2014-05-11,439.11447604,163.34300859,60.09053472,98.89078076,1305.69995117,0.33630581,14.02673353
2014-05-18,446.96264144,166.67478631,61.31622724,98.64304885,1288.00000000,0.34702068,16.60708769
2014-05-25,573.31245880,170.06228733,62.56241923,121.52661054,1259.30004883,0.45526279,60.75610258
2014-06-01,630.07495354,173.50624042,63.82937876,128.96252196,1244.00000000,0.50649112,79.81497492
2014-06-08,657.81997487,177.00738125,65.11737650,131.27398658,1260.80004883,0.52174806,83.12730394
2014-06-15,589.72464641,180.56645241,66.42668561,118.35568595,1272.40002441,0.46347425,54.79661327
2014-06-22,599.63463355,184.18420349,67.75758185,118.03841629,1322.19995117,0.45351282,47.72244502
2014-06-29,600.84051841,187.86139107,69.11034357,116.26251296,1330.69995117,0.45152216,44.13703343
2014-07-06,634.67267446,191.59877880,70.48525167,119.77059009,1323.80004883,0.47943243,53.94321268
2014-07-13,629.87575044,195.39713741,71.88258972,117.04884888,1299.59997559,0.48466895,53.49552589
2014-07-20,625.24867621,199.25724478,73.30264386,114.35527753,1304.50000000,0.47930140,48.11974144
2014-07-27,591.57544418,203.17988596,74.74570290,106.86974981,1294.90002441,0.45685028,34.57462108
2014-08-03,586.75373670,207.16585323,76.21205831,104.10855074,1306.69995117,0.44903479,27.88386585
2014-08-10,589.37350205,211.21594611,77.70200422,102.61790604,1312.80004883,0.44894385,24.83953411
2014-08-17,497.76465897,215.33097145,79.21583744,83.79511464,1293.40002441,0.38484974,-11.23386966
2014-08-24,508.43074196,219.51174342,80.75385750,83.99232737,1281.90002441,0.39662277,-8.50246081
2014-08-31,478.51142548,223.75908357,82.31636662,76.01101350,1268.90002441,0.37710727,-22.64832004
2014-09-07,478.36550088,228.07382090,83.90366978,74.07057340,1243.50000000,0.38469280,-22.36491797
2014-09-14,475.64806400,232.45679186,85.51607469,71.59738531,1234.40002441,0.38532733,-26.11966178
2014-09-21,400.40453068,236.90884040,87.15389181,52.47999353,1218.59997559,0.32857750,-65.06077845
2014-09-28,375.54998977,241.43081804,88.81743442,44.18086266,1214.59997559,0.30919644,-82.67845540
2014-10-05,322.82626154,246.02358388,90.50701855,27.16868878,1205.30004883,0.26783892,-115.65170280
2014-10-12,377.87124372,250.68800467,92.22296307,41.03443558,1244.09997559,0.30373061,-98.40139689
2014-10-19,388.68449795,255.42495481,93.96558964,41.98393077,1244.80004883,0.31224653,-99.01576544
2014-10-26,353.08195617,260.23531644,95.73522279,30.51139155,1224.30004883,0.28839495,-122.62155808
2014-11-02,324.24856663,265.11997946,97.53218989,20.13279264,1145.40002441,0.28308762,-132.59328944
2014-11-09,363.61005172,270.07984156,99.35682118,29.73643822,1158.90002441,0.31375446,-110.79776559
2014-11-16,390.20582350,275.11580828,101.20944981,34.94822224,1193.59997559,0.32691507,-98.89270910
2014-11-23,367.77324226,280.22879307,103.09041179,27.18601711,1196.59997559,0.30734853,-110.30571412
2014-11-30,378.69039714,285.41971727,105.00004609,28.27581880,1208.50000000,0.31335573,-104.53972899
2014-12-07,376.63979310,290.68951023,106.93869458,25.90335524,1228.90002441,0.30648530,-106.54741643
2014-12-14,356.07972151,296.03910930,108.90670209,18.46630710,1194.30004883,0.29814930,-111.51905600
2014-12-21,320.99267008,301.46945989,110.90441643,6.27495711,1173.50000000,0.27353444,-127.87728748
2014-12-28,317.01048042,306.98151551,112.93218838,3.21472989,1183.90002441,0.26776795,-128.51787096
2015-01-04,263.33457481,312.57623782,114.99037169,-17.14230292,1210.59997559,0.21752402,-173.59967131
2015-01-11,268.75551549,318.25459668,117.07932318,-16.90495790,1234.40002441,0.21772157,-172.09386089
2015-01-18,211.13251841,324.01757015,119.19940264,-42.83117575,1293.69995117,0.16320053,-222.00417794
2015-01-25,254.51794126,329.86614460,121.35097294,-25.93156201,1285.90002441,0.19792981,-185.30055239
2015-02-01,227.11130129,335.80131468,123.53439999,-39.10794484,1263.80004883,0.17970509,-203.48007470
2015-02-08,224.03598890,341.82408345,125.75005280,-42.24895252,1219.00000000,0.18378670,-190.83946784
2015-02-15,234.44580304,347.93546233,127.99830345,-39.47925654,1199.69995117,0.19542037,-169.99823777
2015-02-22,236.69066832,354.13647121,130.27952713,-40.29282591,1201.00000000,0.19707799,-160.64414777
2015-03-01,260.65133080,360.42813849,132.59410217,-32.41089815,1200.59997559,0.21710090,-133.81017519
2015-03-08,275.33803390,366.81150106,134.94241003,-28.68485380,1150.69995117,0.23927874,-106.72680379
2015-03-15,287.27014202,373.28760444,137.32483532,-26.19261456,1151.40002441,0.24949638,-92.53960362
2015-03-22,268.89941584,379.85750275,139.74176584,-34.54587988,1197.30004883,0.22458816,-114.19718909
2015-03-29,242.96761426,386.52225877,142.19359256,-46.42612972,1208.09997559,0.20111549,-133.38377110
2015-04-05,261.11213618,393.28294402,144.68070967,-40.95793566,1203.09997559,0.21703278,-112.92355780
2015-04-12,237.14104237,400.14063875,147.20351457,-52.31610026,1201.50000000,0.19737082,-128.43715076
2015-04-19,223.28413530,407.09643204,149.76240792,-60.06049814,1186.90002441,0.18812379,-132.04487203
2015-04-26,220.50340678,414.15142178,152.35779361,-63.03185150,1209.80004883,0.18226434,-132.55844107
2015-05-03,240.46424898,421.30671479,154.99007880,-56.07896815,1190.30004883,0.20201986,-109.53093220
2015-05-10,240.73148393,428.56342680,157.65967396,-57.67566099,1218.40002441,0.19758001,-109.94816875
2015-05-17,236.96368293,435.92268253,160.36699284,-60.95580012,1208.90002441,0.19601595,-107.54421933
2015-05-24,240.71175833,443.38561572,163.11245254,-61.08396616,1185.90002441,0.20297812,-97.32565065
2015-05-31,229.45054793,450.95336918,165.89647345,-67.56764111,1184.69995117,0.19367819,-103.12513687
2015-06-07,223.41168586,458.62709485,168.71947936,-71.92212560,1186.09997559,0.18835822,-105.90970918
2015-06-14,232.50710871,466.40795380,171.58189740,-69.61398888,1176.40002441,0.19764290,-93.32899341
2015-06-21,244.30026008,474.29711633,174.48415811,-66.34359102,1172.59997559,0.20834067,-79.24139989
2015-06-28,249.05828580,482.29576199,177.42669540,-66.08705914,1169.00000000,0.21305243,-71.31403278
2015-07-05,271.30245821,490.40507961,180.40994664,-59.19974622,1163.30004883,0.23321795,-46.40677414
2015-07-12,311.48187989,498.62626738,183.43435260,-47.05156859,1147.19995117,0.27151490,1.91566656
2015-07-19,275.28198948,506.96053286,186.50035753,-61.06371675,1091.40002441,0.25222832,-17.20249037
2015-07-26,293.31484278,515.40909305,189.60840913,-56.37143599,1092.69995117,0.26843128,8.92779082
2015-08-02,282.42300643,523.97317444,192.75895860,-61.80345194,1085.69995117,0.26012989,2.68965684
2015-08-09,266.34202046,532.65401301,195.95246064,-69.30908080,1123.19995117,0.23712788,-27.39761769
2015-08-16,258.93081739,541.45285435,199.18937348,-73.76950861,1128.09997559,0.22952825,-36.33594072
2015-08-23,228.67307393,550.37095365,202.47015887,-87.82991533,1124.59997559,0.20333726,-78.16972610
2015-08-30,229.01957247,559.40957575,205.79528211,-89.30744293,1132.50000000,0.20222479,-77.86608716
2015-09-06,240.80547224,568.56999521,209.16521210,-85.91349898,1102.19995117,0.21847712,-44.76968145
2015-09-13,230.54883732,577.85349634,212.58042131,-91.88576545,1119.19995117,0.20599432,-68.23327950
2015-09-20,231.36232379,587.26137326,216.04138582,-93.14850074,1131.59997559,0.20445593,-68.75851315
2015-09-27,233.24330976,596.79492993,219.54858532,-93.94913968,1115.50000000,0.20909306,-55.40471525
2015-10-04,239.51692490,606.45548020,223.10250315,-92.90072392,1149.00000000,0.20845685,-54.42382330
2015-10-11,248.52816540,616.24434786,226.70362631,-90.80873727,1180.09997559,0.21059925,-46.52193670
2015-10-18,263.48167738,626.16286669,230.35244548,-86.56266777,1167.59997559,0.22566091,-7.24263604
2015-10-25,286.04969345,636.21238051,234.04945501,-79.93668902,1177.09997559,0.24301223,38.29133494
2015-11-01,329.85422764,646.39424321,237.79515297,-67.27587788,1106.50000000,0.29810594,173.70275152
2015-11-08,372.40012975,656.70981880,241.59004115,-56.72733510,1084.69995117,0.34332087,274.90188733
2015-11-15,319.92802162,667.16048150,245.43462511,-73.49345809,1068.80004883,0.29933384,175.36226243
2015-11-22,323.71696610,677.74761570,249.32941412,-73.89053978,1070.50000000,0.30239791,183.95243088
2015-11-29,371.70761251,688.47261611,253.27492127,-61.63679868,1054.19995117,0.35259688,292.37692774
2015-12-06,393.31912975,699.33688770,257.27166344,-57.55112655,1077.59997559,0.36499549,299.61782735
2015-12-13,434.40346639,710.34184586,261.32016130,-49.17725789,1078.00000000,0.40297168,341.04372023
2015-12-20,442.15399006,721.48891635,265.42093936,-48.96588009,1069.40002441,0.41345987,320.76730555
2015-12-27,422.70589451,732.77953540,269.57452599,-55.01682340,1060.09997559,0.39874154,269.38679815
2016-01-03,430.13618001,744.21514976,273.78145340,-54.82283166,1091.90002441,0.39393367,240.97517393
2016-01-10,448.58021625,755.79721670,278.04225772,-52.16855883,1087.50000000,0.41248756,248.08234955
2016-01-17,382.48208650,767.52720413,282.35747894,-69.64921045,1107.09997559,0.34548107,143.21856773
2016-01-24,403.44692665,779.40659058,286.72766099,-65.84879022,1116.09997559,0.36147920,158.81968428
2016-01-31,366.34168761,791.43686529,291.15335173,-77.02836396,1141.30004883,0.32098631,96.88253573
2016-02-07,375.15391759,803.61952824,295.63510296,-76.17895449,1194.69995117,0.31401518,83.52028861
2016-02-14,406.15066949,815.95609020,300.17347048,-69.76363446,1211.09997559,0.33535685,109.92051329
2016-02-21,438.71861268,828.44807280,304.76901406,-63.56959246,1238.69995117,0.35417666,131.34840799
2016-02-28,433.10226271,841.09700852,309.42229747,-66.37331297,1241.09997559,0.34896646,119.12162670
2016-03-06,403.70518746,853.90444083,314.13388850,-74.91344140,1256.59997559,0.32126786,77.55118923
2016-03-13,411.80588247,866.87192413,318.90435902,-74.43391636,1229.30004883,0.33499216,93.70553965
2016-03-20,412.05695383,880.00102391,323.73428490,-75.87614938,1223.69995117,0.33673038,92.66133090
2016-03-27,425.45495985,893.29331669,328.62424615,-74.17558990,1226.90002441,0.34677231,102.51676340
2016-04-03,420.07357890,906.75039017,333.57482682,-76.94373247,1222.50000000,0.34361847,94.51358216
2016-04-10,421.95448854,920.37384320,338.58661510,-77.98824776,1246.80004883,0.33842996,84.00283722
2016-04-17,429.33996873,934.16528586,343.66020332,-77.74043152,1253.19995117,0.34259495,86.33176988
2016-04-24,463.38287142,948.12633953,348.79618795,-71.59341144,1249.19995117,0.37094372,121.27127075
2016-05-01,455.01073115,962.25863690,353.99516960,-74.89622642,1273.30004883,0.35734761,98.42195050
2016-05-08,461.37887230,976.56382203,359.25775312,-74.98205519,1274.59997559,0.36197935,101.05718570
2016-05-15,460.85772063,991.04355044,364.58454751,-76.56691160,1273.69995117,0.36182597,97.14952712
2016-05-22,440.55866885,1005.69948907,369.97616603,-82.53949640,1223.50000000,0.36008064,91.12371794
2016-05-29,527.54971245,1020.53331644,375.43322615,-65.98375264,1211.90002441,0.43530795,189.65695286
2016-06-05,575.13763805,1035.54672262,380.95634962,-58.80754180,1259.80004883,0.45653089,208.42227480
2016-06-12,670.39237434,1050.74140929,386.54616246,-44.93881237,1285.80004883,0.52138151,273.85702590
2016-06-19,766.76713267,1066.11908982,392.20329498,-32.95971677,1268.00000000,0.60470594,335.61717915
2016-06-26,630.43424214,1081.68148930,397.92838181,-53.98631887,1323.90002441,0.47619475,175.33685247
2016-07-03,662.55008591,1097.43034459,403.72206189,-50.46305192,1364.90002441,0.48542023,176.80283441
2016-07-10,649.95934097,1113.36740438,409.58497854,-53.82345910,1342.40002441,0.48417709,166.74178793
